,0
393,14399
394,14400
395,14401
396,14429
397,14430
398,14431
399,14432
400,14433
401,14434
402,14435
403,14436
404,14437
405,14438
406,14439
407,14440
408,14468
409,14469
410,14470
411,14471
412,14472
413,14473
414,14474
415,14475
416,14476
417,14477
418,14478
419,14479
420,14507
421,14508
422,14509
423,14510
424,14511
425,14512
426,14513
427,14514
428,14515
429,14516
430,14517
431,14518
432,14546
433,14547
434,14548
435,14549
436,14550
437,14551
438,14552
439,14553
440,14554
441,14555
442,14556
443,14557
444,14585
445,14586
446,14587
447,14588
448,14589
449,14590
450,14591
451,14592
452,14593
453,14594
454,14595
455,14596
456,14624
457,14625
458,14626
459,14627
460,14628
461,14629
462,14630
463,14631
464,14632
465,14633
466,14634
467,14635
468,14663
469,14664
470,14665
471,14666
472,14667
473,14668
474,14669
475,14670
476,14671
477,14672
478,14673
479,14674
480,14702
481,14703
482,14704
483,14705
484,14706
485,14707
486,14708
487,14709
488,14710
489,14711
490,14712
491,14713
492,14741
493,14742
494,14743
495,14744
496,14745
497,14746
498,14747
499,14748
500,14749
501,14750
502,14751
503,14752
504,14780
505,14781
506,14782
507,14783
508,14784
509,14785
510,14786
511,14787
512,14788
513,14789
514,14790
515,14791
516,14819
517,14820
518,14821
519,14822
520,14823
521,14824
522,14825
523,14826
524,14827
525,14828
526,14829
527,14830
528,14858
529,14859
530,14860
531,14861
532,14862
533,14863
534,14864
535,14865
536,14866
537,14867
538,14868
539,14869
540,16375
541,16376
542,16377
543,16378
544,16379
545,16380
546,16381
547,16382
548,16431
549,16432
550,16433
551,16434
552,16435
553,16436
554,16437
555,16438
556,16487
557,16488
558,16489
559,16490
560,16491
561,16492
562,16493
563,16494
564,16543
565,16544
566,16545
567,16546
568,16547
569,16548
570,16549
571,16550
572,16599
573,16600
574,16601
575,16602
576,16603
577,16604
578,16605
579,16606
580,16655
581,16656
582,16657
583,16658
584,16659
585,16660
586,16661
587,16662
588,17228
589,17229
590,17230
591,17231
592,17232
593,17233
594,17234
595,17235
596,17236
597,17237
598,17238
599,17239
600,17240
601,17241
602,17242
603,17284
604,17285
605,17286
606,17287
607,17288
608,17289
609,17290
610,17291
611,17292
612,17293
613,17294
614,17295
615,17296
616,17297
617,17298
618,17340
619,17341
620,17342
621,17343
622,17344
623,17345
624,17346
625,17347
626,17348
627,17349
628,17350
629,17351
630,17352
631,17353
632,17354
633,17396
634,17397
635,17398
636,17399
637,17400
638,17401
639,17402
640,17403
641,17404
642,17405
643,17406
644,17407
645,17408
646,17409
647,17410
648,17452
649,17453
650,17454
651,17455
652,17456
653,17457
654,17458
655,17459
656,17460
657,17461
658,17462
659,17463
660,17464
661,17465
662,17466
663,17508
664,17509
665,17510
666,17511
667,17512
668,17513
669,17514
670,17515
671,17516
672,17517
673,17518
674,17519
675,17520
676,17521
677,17522
678,17564
679,17565
680,17566
681,17567
682,17568
683,17569
684,17570
685,17571
686,17572
687,17573
688,17574
689,17575
690,17576
691,17577
692,17578
693,17620
694,17621
695,17622
696,17623
697,17624
698,17625
699,17626
700,17627
701,17628
702,17629
703,17630
704,17631
705,17632
706,17633
707,17634
708,17676
709,17677
710,17678
711,17679
712,17680
713,17681
714,17682
715,17683
716,17684
717,17685
718,17686
719,17687
720,17688
721,17689
722,17690
723,17732
724,17733
725,17734
726,17735
727,17736
728,17737
729,17738
730,17739
731,17740
732,17741
733,17742
734,17743
735,17744
736,17745
737,17746
738,17788
739,17789
740,17790
741,17791
742,17792
743,17793
744,17794
745,17795
746,17796
747,17797
748,17798
749,17799
750,17800
751,17801
752,17802
753,17844
754,17845
755,17846
756,17847
757,17848
758,17849
759,17850
760,17851
761,17852
762,17853
763,17854
764,17855
765,17856
766,17857
767,17858
768,17900
769,17901
770,17902
771,17903
772,17904
773,17905
774,17906
775,17907
776,17908
777,17909
778,17910
779,17911
780,17912
781,17913
782,17914
