,0
605,2303
606,2304
607,2305
608,2306
609,2307
610,2308
611,2309
612,2310
613,2311
614,2312
615,2313
616,2314
617,2315
618,2316
619,2317
620,2318
621,2319
622,2320
623,2321
624,2322
625,2323
626,2324
627,2325
628,2326
629,2327
630,2365
631,2366
632,2367
633,2368
634,2369
635,2370
636,2371
637,2372
638,2373
639,2374
640,2375
641,2376
642,2377
643,2378
644,2379
645,2380
646,2381
647,2382
648,2383
649,2384
650,2385
651,2386
652,2387
653,2388
654,2389
655,2390
656,2391
657,2392
658,2393
659,2394
660,2432
661,2433
662,2434
663,2435
664,2436
665,2437
666,2438
667,2439
668,2440
669,2441
670,2442
671,2443
672,2444
673,2445
674,2446
675,2447
676,2448
677,2449
678,2450
679,2451
680,2452
681,2453
682,2454
683,2455
684,2456
685,2457
686,2458
687,2459
688,2460
689,2461
690,2499
691,2500
692,2501
693,2502
694,2503
695,2504
696,2505
697,2506
698,2507
699,2508
700,2509
701,2510
702,2511
703,2512
704,2513
705,2514
706,2515
707,2516
708,2517
709,2518
710,2519
711,2520
712,2521
713,2522
714,2523
715,2524
716,2525
717,2526
718,2527
719,2528
720,2566
721,2567
722,2568
723,2569
724,2570
725,2571
726,2572
727,2573
728,2574
729,2575
730,2576
731,2577
732,2578
733,2579
734,2580
735,2581
736,2582
737,2583
738,2584
739,2585
740,2586
741,2587
742,2588
743,2589
744,2590
745,2591
746,2592
747,2593
748,2594
749,2595
